service_id,service_name,service_desc,service_price,service_code,fk_service_paper,service_date,fk_service_fonts
2313,ZK1039,\\KVXPOTQONR\SRNFVQUVBA]TGEBZUSAADWZE\O_RUYU[RXITWV\L]AKSQZ_A^KMIXLGVWAAWV_XZGKBNOJB^W_QLBQMXHHNES\NO_F]]Y\RJUFWMIWFD\QJDYME\F,441,#2005977,742,10/16/2008,2551
2314,HL130,WNENQDMOPGL^[ADUP[][NDX[SXXFXRBHW\XYGEEG]QP_U[_M^SUFSGBMY^QK[PPUMN[QR\DHBP[K\ZJB^[KNPODI]X[GBIOJGNOY[XW\NLBEZ^D^FGWATTTSGYCPOT,411,#2005978,2074,10/17/2008,98
2315,HB1953,DBWIDFYBTBVMV]OXXNOCKPTWL_BZZ]LJTTT[CC_LFLPAZQFVJZGPLEJMICGSIPHLINTEHT_EFDEDJ[TZ\KL\IKERZ\MDZLPWD]GCXQ^CYDCXR_NUD\LY]WYYHFU]]O,450,#2005979,476,10/18/2008,2027
2316,QS870,CCAC_PVARG_A[HWCABULF^WNQBGMO]GSFNCS\NU[\VDKXNMIQ_QRUMLCY]RO]ZYQ\QUBTX^YNW_[LZCJJGPD^\FVNFWSH]A]\W\LD]SQCOCLPVDDA_DFRWGLXDVIOH,629,#2005980,2593,10/19/2008,698
2317,KT558,YGLUNCC[NS^XZENHYDRHSFRP]VZWZ\RSTH\MSQ[HHTQAUDP^ABRWMZGXAX_JLAS^EHKUQRDFDPXXQSLB_POGDNMYQVDABQJGQJ[OYWCGSFBD\NPRGW\BC^P\PHFEZJ,549,#2005981,2183,10/20/2008,1345
2318,EC1293,AAZKVQEOCG_P^YH\FTQQKAW^QNI\BZNCN^FSEBPOIYMY]KRUBCZHGBIWPIWC\ZUZ_ZGVAIKQBTUOOXP_[_QB\LRHPRFZYK\YEKM\[]IDPK_QX^_]DIWB[OFAK_OZNM,562,#2005982,1553,10/21/2008,3510
2319,O^849,ZRL\W^XDFY]O^J[F\ITSBIWDN^Q^^ANXZH[_WJQMQAPGYLYBMALP^R\[UN_ADPCYPW\LQSXNE]IKLOTVCEX_[XAGOGONUVQONW[QGWUILEVN_AJEYAJP^EBDDGAGEY,935,#2005983,1646,10/22/2008,764
2320,DZ231,GSQDOEZEMPONSMZIVKMHWJJWDTOC^R]TSU[\QH]OPLRQ[A][NRWSRNSF]]ZSZVCC\WXI^B]NVUNSVNTLK]LAGP^GWCM\EGVZWDC^WYWFMAIN]KBPZNAJHL[NJBNI]J,382,#2005984,1605,10/23/2008,1551
2321,M_232,VSEJ\OV[^__\ESVKDWB\IVWKDLPYSAAEEBEBMZOWO_UAUPCWBD^[]^[[AQNYHK]XGOLPNUWAFR\RXZJXMCJK]\YZFVNIEWWXAGJERHLSC\ESSGEVENDJHVBNUYCDP_,830,#2005985,2974,10/24/2008,3234
2322,UF1471,YZCMM[_^TZBV^]OFDI\_ARGRWQ_HIAHKRBK^VOKJAEI_KFS\S\DRURUWIQ]NJ\ETAN]^N_UQQKZ^JJFECTNINAMKSPTF\HO]XRFUPQ\XWVNOIBMLZRQNEDFCOODZEX,350,#2005986,2837,10/25/2008,221
2323,]S555,RUSPAEJYTVMXRPGVJXXN]ZJFF_NOX_XWUWYP\CEUBZHONP\FNTBWJCIOVBUOZFMRMH\[NQWFGKIX[]J_YZA_IJIQX]PP\J]BIVSMLQVR_CYGNSJ[^\YMQPEK]KF_JL,460,#2005987,665,10/26/2008,1493
2324,IX426,WKQGRJUSOLAAZQ]KPA]HS^ZULKOTGJA^_AY[MKYMDK\O[FRMYI]VZMCEFEB[W[NL]FJ^ZWMBJFPQNXKRZZ\^[VGBQOYFJY^VDTRDTQEJRR]_SEZKMHAPKZZPZNXKN\,414,#2005988,566,10/27/2008,147
2325,YR1652,SUN^BMBSXSD]RVSE[ZG^L[QKG\JDEB_LCXCBCEJZDRGPIVXCJILKL\UYVLV[RPPMHYFS^ICEXB[MTWUKMABHTZTBAS]Q_[SASNN[ZQWXC[ZZADIEJBYZPG^EVUZ\]Y,862,#2005989,3568,10/28/2008,2065
2326,ZH1749,OUHETOCB\BRU\RMJBB^N^NYL\STNTCLU\UYLHKWOMN^QMHM_]CNHJTZUOSSISL^MM^_LJBOGFY]IJPS]GZHRNEX\VAPF\\LOCL\VUHGAEJIMTF[RIK\ORYPGJDFVKJ,323,#2005990,2971,10/29/2008,1636
2327,V_1136,KHDMBKBV[XB[]ZRZUAKJGQQHQVULTFP]JDG^QZHHATO_LJHKUBRUQAVRXNZOFVRLORN_FFKAANK_KNY\DXN[G[OHZRE[DFNUBJQZFTIK[GNLZC]SIQ_SJ_XNU]\IVJ,653,#2005991,1247,10/30/2008,3244
2328,JE814,R\TFYDM^HQ[D[BOAK[ECM^YQAZPBACJSK^M_NXTRWMJW]DLMKBTLR[P_SB[IYKQSK^BSTCYMSQZCQKIKPPVSLXENZ_GAS\HDPNCNTONME[Z__UV[BH]_VOAXYMCWW\,734,#2005992,766,10/31/2008,3862
2329,JA710,M\_TMXKMDGOX]RBHT_HZDO[BVWMCX]FFXNJGVSSKBCAQLCRA]H\]\GWNPWRKXTCC[NIWAB]HUKME[TZ]QDD^UZBTYNZMVGJWQADCUVT[FWDQZRVS\\NPEOEUPQEQZO,502,#2005993,3016,11/1/2008,1988
2330,H]1129,RBJPO\VCPLWVLTQRGRDBHFVH^\]XUDZYFCYMSFT^X_KQGMSLSGVH]LFAVQVHKEWWVWMCBA]FBXAYDQGWFQ]TSFYUVGW]TZAWYKROOD]EMJ]L^NTUDHYCX[ROI[YFKG,499,#2005994,2507,11/2/2008,896
2331,L[1939,GNQ^GHKZTR[IUIVIAJXQWIPNKN_GLTJQJDQALGNPEDXUQAIROQXQ]TSUHHIHQT[ROXMAVQDYPVC\YQUSXM^OINQSAPNICGPHUTWFDJAMIO_AUJZDGCRC[]JYM]NY[J,590,#2005995,1315,11/3/2008,1752
2332,ZS1299,ZK[FCFI_HQSDH\BGHRX^JLXNOQNJLGOITKCCI]BMEWL\_HA^KG[YRI[LE^VQ_LYIYRTLWTTWUHDUWS[FIFZL]DCCO[_NVMS]JTX\BGS\I]NWY]^CCNIJZVBSIN_IRR,893,#2005996,1275,11/4/2008,1808
2333,PR29,SOWW[U[RWQ[FQ_AEFG[FTEMNQTZASBKXTOXMLFK\\]YJF^_HVWVSC]FYQJLU^TGAXHWZFPARBYWG[KQIJIOD^TC[REJMZGTWVCKUTIZW]R]^OBXF[PUHFQP]X^]HAC,537,#2005997,2427,11/5/2008,1877
2334,PW934,Y^DXZN^BIPHWOPC\[Y_JG]UCF__RGVOCBNRJHYF\B\GPBKORAELBIRCNVXJENRCFTHYY\YZWQWFDJJ\PLC^^N[KOAQL]FEW\KEFM[RB\RXM]VEUIFXUHQETPXSQEKM,931,#2005998,2803,11/6/2008,623
2335,T\1850,^JGYR\KIMTGEXHGGIUW_Q]GB\RSQ[BQNASEZBEAUX[UHB]YOSETK\PHTBK\FYWW^NKNUI^SP_DL^_IXPQHNXZXWHEG]IWJMJUQTZPTXJUMN^GCPIZENIT^DZBCWQ^Z,870,#2005999,3171,11/7/2008,485
2336,Q\1001,NNFVCIVHLS]OJHJUGYAWMA]WCF[ZZXALF^_QH^GSPER_KHVL^FLB[JIION]UCJPTZHAVEKTAQEYORKDVPZ_OCX\XQ\FESI^QYEVNGFWDEKOCBOHZEYNUQMPUAXQOUE,844,#2006000,3692,11/8/2008,3049
2337,[T226,GXBUBY[LGERLWIEHBPONF]WJXQ[Y\]VP]LTX]BBHXJZXGYMWRFYW\[T[XDIE[OZCYA_RLG^DKSZF\_HRSYKNBVCZRVNUZSAD]SDYHSYOSAREZIGNRRGPLKSQ]EKXJ],787,#2006001,2851,11/9/2008,1570
2338,]U1708,AFBEMYTU]PBGBKQOI[H^Y[W_G]H^IC_RBBL^FINJGNRVBXPSESULLPZ\D^^CSYMNDSUXXPOPEXQ[KVRSNFCUY_TVYLYEKXGAXFVE_RWQCEL\]_ZR^SQORIS\FPBEOV,844,#2006002,1748,11/10/2008,1469
2339,ZJ1377,P[SQYZL]CYXPN_GYCKELTCPR[R[NFWM]O\UQTB[FPMAQBGJN_PEMMA\DKUVHRG]_ZILVC[N_B[FDW[UUXEB^KONNU^BTSWB^^^GVSBEJLAJDPYK_JMKLNCYMHBLCLK,542,#2006003,1789,11/11/2008,313
2340,NM578,GLDRMRO^^MSHPVOXMC^_YWJB^VLNWWWA\\DZOMCY]J]D[LORW\AUWGKDBJP^SX_GKOXBWWJJBXCIKBDUDYXHG_ZTXMNF\S_NEQI^KLGK_DFAVLNOUJW]R[\PNUCA[B,811,#2006004,3798,11/12/2008,1105
2341,Q]108,PVCS_CEOM[DJMMZD]^JEIAMBN]E]S]F]HIXG\CDHKTQILGJSBEUJ[^IUCOF\TL\T]\HK]]^Y]FMQE]KVW^\ZHMOINOVNVFCIMWFTGZXGUDXJ[AAPKILSCCSIQVW^CN,332,#2006005,3160,11/13/2008,3482
2342,ZH242,_DCIEOBDORJCKJWLY[N[I[_UTPXBN[EKU^RTG_M\VLIQM]S\YQO^[JJIOLPQL[FTQORKVUGHKGZSNG_^CKCZMZU[XBDSHTUXGEYC^IWGJP]X__^RC\WR^YS]BK]QEJ,710,#2006006,971,11/14/2008,1100
2343,IB601,[WFFJ]FZN_ZFVHTM[JLHG_]AGHZG_[CLA]L[B]MGU^FETLS^CM][XWEMITPNXVA^DPURBRGBUWVZKEB^FN_PQUH[QBJDQEWI[[DBINV[OEYTEOFSBXXFJGDGSLFNHK,629,#2006007,3623,11/15/2008,2518
2344,B^1258,PWT^\[B^YMPRPWPBCFIM\]_LFW_FLVUHQ[ETNNFV]T[HJBNEKX_C]AD\T^GUZMBYMKY]DW_SR\HOHWQVZMYVMM[FPCJFO_^XQYUBQ^RURICCN[C_SVFAJWQDIXWPXP,354,#2006008,3370,11/16/2008,1037
2345,TJ1294,CID^LLQ_CBXEYUSULOBINYODAQ]ZHZQLTNTO]NCRSYWKPWQTYHFKBTDFYBLQTEAXCV_VFLHTUVWWIJVDPQVLXUS\^P][D[CULFMPAOZKNZFELF\B_OKMIUSWYFOYVC,341,#2006009,3654,11/17/2008,96
2346,OV1251,E^^UGARQAG_XAMAMBUGBTTGCKSGNVYOSUHVWKYJKODZEUHQSVINKJC_JIKYUBO^KW^TDCGYNYIPZN\_\OXOJBGDVY]S[NQMV[ZXBELLSQZKPB^VH\OOEOC[IHCY\LE,365,#2006010,1991,11/18/2008,3573
2347,AW169,IQGGLH]]]HAWZQGHDPAFSMTQJ_DSKBE[IWHA_VHXPSCHW^WOJJ^MZGHMCCE_JHCFGH^AZ\NCYKHMKUJSVUHE]QDHARK[YH[HZID\EMWQGBB_BDWBPKXIKULY^TOW^N,993,#2006011,1074,11/19/2008,3683
2348,OA162,XTZJNB]HS_]G_W[PDANHOMZXTIOXCJ^T_^FWBTXZIFEEAQHJM^WXJTJLP_JHASLLA_AUZEQBMV\KDTAUXO^GPT]PESTDJTVDS]UPSAGL^WR[J]HZUETQJSXLHZRYWM,832,#2006012,1990,11/20/2008,960
2349,CU843,ZI^^TP[^SJKGWOC\XCJMAT^BCJNGO^UYKM^YUADDDKTPKHFCJDV_VIK]E\YIXDK^AACXDHWZUG_[BJJYQAFYFA^WLHTRBI_[QIKB\ZGS]FHQWF]QNSQSBTRMJ_N]LW,461,#2006013,851,11/21/2008,1638
2350,A]1972,NRL_JBOMEJXGHRBFF\_TMBZJJAM[AQWCUBLURJNIHFM_J_TXUYYE]FYNI[OQQUCBPAUYGQSEJ[LAHOFUPLQSDEKRXMXVK]XJXJAPUPFPDYX]]WCQLMGGN\D]XNKVIR,939,#2006014,2340,11/22/2008,2706
2351,RZ1570,FKKUR[VIGBJLGS^TIMNDP_^ZK]RQLTEMRWX\RBMNSBG_C[TZJCLDAFY\\GITXARH\^LFITHLD^AGJ\SHCWHJFHSZR]H_UQLHM_OBDLMGRQUDIBPMJ^IFMS\UZYHXDX,701,#2006015,2798,11/23/2008,3224
2352,RQ1809,KJBZMY]YSPDKXXVQ\R\QJNGPTTIC\SP_ANQH[GHGLVCIPXY]ZKYU[ZSPE[^LMV^XAQ[YNUGQIJUK[IOBNXGN_BVEFEOUWIM]^ADDDPNCUPDYPHKL^P\NX_SSCCQGLN,985,#2006016,3788,11/24/2008,3387
2353,^]922,YFUGGWQ^XFSX_ECNVDWZYY^CJZMSG^A^ORX^UQEUEMHA]UIIBIHGBGA_TGJMD[HINQTIPMOA^RAB\UMXCVMTGTLG]NOZVBIIHD^ZO_\KZSYL\LYLBWQKRJSBLSOYC^,611,#2006017,3808,11/25/2008,749
2354,RW414,HFK^ILORSSJZCIVUTWNXSAA[_R\RNXVBR\HE]AKZ]ZCCJI^A[_IZRDWLUY^EYA]WCDV[[LKSDBRIH\O\F[DH[BOZ]Q\]RWVMWP^A\CYR\SR_VZSUXV\AAMVB_JUT_W,350,#2006018,2912,11/26/2008,999
2355,NO181,RCAKD^IRTYLMXC]N^KOTDNAJMMYYWMH\KHOQKE[Y_ZB[RWBB_R_JFFTQHUTFJJJLIEZGBEXLIDJUNOYCFLF]D\OGGFSI\AZCVQ]KAEM^JRSRSRIZEXDXL\BX_H^BRC,823,#2006019,560,11/27/2008,2539
2356,[P1061,_YSK\LFUOC_FPGHP\X[HMCOPAWUWQ]\WDV_ZWSVNYOAWWQGLSODMOFUFG^GHONGVQSO]CGP[TRKNYHZUMGTMMZBQIPGWHFQWXGM[UB[_\YHUFJFO^C]MFHXRO^^QDA,802,#2006020,542,11/28/2008,2037
2357,MC588,K_WYYJGCIMBQSBKZNTFWOUOTETWG_OM^PCGX_OZIYLRAO]^XZCF]MHRXQELKH_]DW_HXX_FPNRJZOC_TKUBICQISZYSJ[Y[PMWDU_GU[\URBGQOJ]BYIY^GFHVVVYF,612,#2006021,2517,11/29/2008,1026
2358,\U1909,S]K[^YZADFJBI\A[]VCBMJVY_D]Z[JUWRB^TC_\AIGOWU[MMDHWSBN\[^WMXEFLLUCRSYPVJNUIDFDTHVYVOSKRTXXTDVUPKWUPFKZMHEPOUKMSYMZJEQ\U]OR]EHM,473,#2006022,2302,11/30/2008,3887
2359,OZ306,WOHOF[H_IZAFA[ZM[GJDJE[FUHUQNLMNETVEFDP\_]TQX_GRQF[MAO\VNRJABHBJSWQLK]Y[RQ__VV_LEXBKHUKV\ZVQSMKUJOO_B^HPY[GJVF]EHB[]CEPWFPJTXB,515,#2006023,2020,12/1/2008,3957
2360,RS592,VDLDBEAZNEGZOIYAEEKIVAU]TLNJXLQSYS\[IISP\RGIQMTLR_[]L_VGP[PCI\DPEBQIAIOAZ\VKU]NTZTAAZUTLXEJCS\OALD_OWKE^Q\ITKIMUSD]QSSCICAMK[T,753,#2006024,3626,12/2/2008,1297
2361,OX1371,KEG[^MNI_A^EYYIBOOC^JIQWRWRG[K^GD[DYCVF^_TYALIQDHWIRUU\]]WDLJ[E[OYP_Q[VJ]JBEH]JJVBCIIEL^RRXMSUFUW^SXYPJFZSZMIIMBW[GLJFPAC[E[]H,400,#2006025,527,12/3/2008,1857
2362,LH1764,NKZR]X^ZLFC]WNUXXCFP_PYLFOJ]]FMEF[L[VTBEFH\MBXRAYVZJGZVCSBJMMIHOS\RI^QVUHVIX^^U_BTNFXAQTPYSDU_PBZUNPFDKXLFHXNA^[_VJMMBBE]STPGK,663,#2006026,3006,12/4/2008,36
2363,LY942,LHAWDBBOZ_[LE_ULUTZKIU]YOGFYR[Z_PN^]KIQZ^CTHVIHZOFD_GBJ]\FWJZZM\RB]FQBSNKOJTNSSYX\AIPN_HWPAAXC[NDCUNZT[IGWR^JQKDSXMSPGHM[SG^B^,818,#2006027,1320,12/5/2008,1089
2364,PX998,AAZIKKWFGIRZY[XGG^Z\DQAOQIAYIY]_\UMO_[NNH^BKXNECK_JRZOTVYK]Z\XT_J]OEGSAZHG\\VP__EM^QWHDVJO_PB]UXY^EXWNAMATMG]TX_NHZTQNZGM_TN^A,831,#2006028,1552,12/6/2008,2079
2365,TD536,CXDHWNZQKRVTOWVQHMEDU[CBLCNL[DAMWPVXH_JEV]UCR^MPEJDEH]UPWBD\O[N]DUS^SUBNX_M\VFG_Y_QBD\PSYI[CF\MH[RFEJCW^VSXM[RGJHK_XHCQLXBQIVQ,837,#2006029,2336,12/7/2008,1204
2366,\G1105,NDWJYMCSNINQBFRUQ^PVKIROCBCGIOSXRJDJBYDZ]ZFUL]L\[\EUJZDLHPT_D]UCVVDF\IVSTNUVFJ]A[FMWYAMLHHMLSXFANHBUPNIJCDV\IGPMJ[GJBIEZYJDRVE,719,#2006030,3116,12/8/2008,3105
2367,OP910,SZ\\[M]LBAMWMXCJQK]QEMSTXJQWQNFPWUGQQPQVCDTA^[ATJ]XPWCXKXEBYISWTWTMCSIRM\HBTGPBTOEY_RYLGYVCQWJOI\]T[TD\UOMSHYFFPKFCJYJR]\XNDO],908,#2006031,2002,12/9/2008,987
2368,CB1477,VJI^M[]\^DSV^JHRB[SLCLXSHYGP[NYSFXFB_AB[MIDMIFMH\MESY_CJVUJAM]BBYPCGOMZN_QDXXLYGT]L^]DWIKME[LY\ZOB]WOZE[NEXD^OIMOJ\BP^VEUGREFH,570,#2006032,3707,12/10/2008,61
2369,ZV1981,W[EM^GTKPNCW\\R^TKCHLODBHDHAVTDSMLS_GK_A\PZ[TXGBILS_C^\DI_AEAGJAOAUGENOBS\]PIU]XG]_VLGSNLKKODRM^ENRDLUNIMIRHWANKFR_YH[_N_UBPT[,440,#2006033,1846,12/11/2008,2373
2370,GU1883,MN_[LXQNGUFFW^GNG[DQNBX[BV_BAQC^I[TDYINL\S^RGTNDCYBOLOIM^MBBSYT[^VKROOSCBJTKRBEGZMGN[T]WABUIRTTDFJ_MVFZL\]XTU[ZAMXZYSNQVPTYD_I,667,#2006034,1509,12/12/2008,160
2371,JA580,NHLMW_VAJZ]BZBLFGYPIETJOGBBYQBKKPCWQGYGMFWZYOUXPKCHLSVGG^^VVOXAVA_ANR]LNVXXT^Q\^VUW[^Y^URUPHU\B_[W^H[J_FONN^_FYRMWROEBVAEPEEBH,461,#2006035,2054,12/13/2008,1000
2372,[L573,NF_F[MDVQJICQ\F^YDFEO]ZGD\PHEMLZCYJWNDXZY_NGSA__DFXAEAENUSBOYJ]RMLXON\ENJOGA]K_RH]CZCNQ^KS_\J[QYY_A]P_NTITZAQWTAWWEUT\NCSBMFSD,608,#2006036,3430,12/14/2008,1310
2373,C[1354,YOQFAXGF\LNWJ^^]BOOTDDWBR]QTNRFSVXILF[Z\OSP]GTKNYKQ_LIHQGAFFHXQMYMZT_JGPOFZBIAQNGSV_ZEIWMUZGKY_JU]GBRJ]WT_VZRF_MEF]_\^XZRWQAZT,861,#2006037,929,12/15/2008,3598
2374,GM1882,OG\YL]NRAKLIQ\VEYP]\ISF^BU\HDCNQRYGDWIV^XVHGSRR]UMTMX\IF^SCEXUYJFCLQOC^\DIYC\YQ^GUJK]LSO^XTFXMJSLFZN\AWGF[C]WWSTWBMBRO\N_TOBXT,875,#2006038,592,12/16/2008,3609
2375,FO99,LYE^SGOSJO_CRVFCKTZWLGXORKFNQMJEJ]QETQPAPSF_NQ[Q_VEUGNATCYFARW_[BUX_BOAOUFCZA[RONW^^UPZPU]^WQJRHENCC[E_NXLQ^PPJYIBZLAKGMZY_^MT,844,#2006039,1244,12/17/2008,1570
2376,HR1174,MJM^ZTM]L]LICJZ_^HNMHKZFGAVERX\YECPUDD\C_G\HWXEY]OHHFG_JHAHPWJXAHGGHWEQ\K^^BJC[[XAUG^RUCB]UX[MCWS^JVX]JTBXJZSAJCUHQPEF[AOZPWHN,995,#2006040,3613,12/18/2008,3112
2377,CL83,J]\KBRYBUULESUWNTE\KZWOGS^TIO_RD[SDTAGJD\[QPLNND[TIDXBPP_ARKXSJAIRZTHNUTOOPUVGOGDECKDLU\BAEUZKNQGNBP[_IZ\XASBVXWL_D[_GXVH]^TOL,430,#2006041,2072,12/19/2008,2071
2378,E^322,L\DLLM]HYAJUM]XU_DROBG[KON^WVTECJ][_NP[CQUOWJNMJDZIUXHXO[HRZQKKFAN_XJQ[IYW_AXKXKTQVR[\U]XUIXVXRN^CIUVBSGS\[[R_[FJZ\K[YGQTXVGVH,579,#2006042,3851,12/20/2008,234
2379,VP1200,SRVBQJBWPU]^EZEDENK\[]FZJJ_NSOE[XL]JBUZTBPUISDXXUDACPYSCNKDAQSSQMPK^SZK[C[M^EGXEXRLOUINW[]\FCVABC_]USXCALTNKDKXPYKO[JV\W__BDZ^,830,#2006043,1910,12/21/2008,645
2380,MS1465,YVUFVVZKFW_CESRLZ^PR]BIKYWTLDXBQCFKHJAVTYH\FKCV^]PP\G\WUDJVQ_J\_ZGIDRZAXHARXRCS[]]RM\MOXUETHNTD]JMOORYSULXFCS[H]ANHTLYMSZC\HXO,736,#2006044,202,12/22/2008,3119
2381,WP725,OUYRVQ_WZNNRH^UXYQGOFN[^^XDO[RFKKVQMIPKD]IO]IJ][RY^U_H\HYB]HVW\AWAWIYG]LT\LI_CJ]LFOBXPGFFQUCNPSJYICUNDZN[KP^MF\MYRA\PYHKDYRNJU,630,#2006045,2365,12/23/2008,2757
2382,\\1695,\MK_SIDGH^JNLSHQFKIKRLNC\OJNJ\_MZSUO]PXUHM^XQM[UPQA^^C^LIIYAPRM^[X[_BCYXQYTENEVGLE^^H\QNUTNJLXQHZNFIFX]^_[]BDXL^I[GS_Q\SCYNSDZ,806,#2006046,132,12/24/2008,1665
2383,L_967,\KHVP[PG\AL_F\G_ETXHDXE^P\GNXK\GRU_MGSM]\VA[WTRKAFRD[]X]CLC\L[M^G\NQ\WHTHNVEQSY^KNRTFH]]NGWJCOSOKWBXWI_KJP\WWJ[DQIYDS\TFPCDBPX,437,#2006047,500,12/25/2008,2257
2384,MN1589,SCORGX]]_VAM\OQW\EEUSAGMBC[XDRL_SNX^CMKJQ_JSR\C[^TAUGXENSA^KYGSTKAUHUJJ\WYOCSOTDU_A^RN]LVEEL_IRY_AUYSELT]IAFTW_XMZY_]PTDCPQ[XY,691,#2006048,526,12/26/2008,473
2385,EZ786,XCSVAWKWFXVXQJFSJSJQZHPWDWHMXWVO[\J\LXIZ_LNR\_TFJRBLCAI_WIOURMZWEPI^IOBMWCFRDKRURLEVL[V\EJNIR_FO\NFP_QKAOQW]VFF][LHMGCNCYPFJPV,371,#2006049,3693,12/27/2008,415
2386,BU318,^R\^^WAYWAVFWONLCLSM_QZP[_TUONQ]DGZWROCUTZKHYEXKORUDMEN^ZPVDUIKUOUAZKS^HYEH^EZRNORHDI^PWARXWUERO_VQCVBQAQDUD_[MLGG^IAKG\I\AF^M,336,#2006050,2117,12/28/2008,1107
2387,MU545,YQUJ^_MGQJPZSZTFY\GARRGSXBKJWTNKCGRCLIJJFHFKOBZPV[POYXZEBTY][DI^FF\FJOAMQTESWR^QA[HZ]GHC[[MFY]P__ZB^_SKNMH_\LO^AGSTDXAYTPN]QIA,913,#2006051,1485,12/29/2008,1731
2388,LJ1680,SUT[]YUUUTR[M\OOCJBHOEIEZKJVWMLVK[Q^]PZVDDJDEX]_ESFG^^XZZTZC^YZQMCR[_XOHPYABVXUTMOBSEWTT[PHXFY]SX_EQ^LEBEWQFFQDR[VSBH[SECU]VTT,826,#2006052,1349,12/30/2008,3722
2389,[S1510,L\\]LEKBSWMSJFEAJEQKVUPQVZFWJKHVGJZY_TCVV^SBZGVEUTAQIWMFYEN[JH^U]LYJPL]R^EBLOGMYMCTHFYXW]\XODI^MQHGE]_KNHVFUAEZIEGJHDL_FGGTRMP,420,#2006053,1784,12/31/2008,2092
2390,[K584,[AA_[MLLPXSQSSTAIZV^NH][^[H\[EHEDDSE]AVEWCUE]]LHRDFGHTWYFQU^TKBIZXVFE\Z[SGXP]]TQC]DWLUZDB_XBARC]^FIAF[CQ^LDJ\^KIHG]RQATEHJRJUW,583,#2006054,3867,1/1/2009,1330
2391,WT1998,HZYD^OAPSCEIOWC\SHXWJMJPZFPEYAAQDWWFC^XRYEDYYL_SM\SQABCSXSOF]NZUI\WBHAOILCXSZV[QSGYQSNBV^_K[]AEQJZO_ULXXJ^BBYBOJOB[Q[IDFUI]QZU,544,#2006055,3950,1/2/2009,2076
2392,\O412,UGGSWBBMHFZLBPZIMUZQA]NUUF[PYOJUFXS\^[TSX_ECKCMXFVVO\]WQSCQNYSPJZPT\]NWAEP_CCDE_MUBTPSSIU]E_GGPU\JRNJVAHI^OVLU[U[EAGNC^HFLCU^X,459,#2006056,403,1/3/2009,1279
2393,RB943,[HSLJDRQO\JBCE[NIIYCAK\XBIPOAEGBW_CLW_VOCIRHWUL[YGCWCEIEOWTJWWLNHEQR_EM^BE\ETJGPEFYZUOPBHDGB]P\NC]N\OWH[NQGYTNRL_^BDEZA[\W_N_U,995,#2006057,2118,1/4/2009,1376
2394,BY700,MWAKQNBH]NYQDOD]^ESAZSHPZNEV\BWA\ZM]_OVJHN\FXUYNORC\II[ZQTT^RCKPMHFFDNVUYUNZBPMWDWCNLODM\AIMMMUXCTP\IGSY^DTB[IBKFEUZGUBJ^MH^^L,754,#2006058,2517,1/5/2009,3980
2395,^W1176,_\KFWILZ[SV[SBRVT\DERP_PH^NZ\DOYLUWOXAUR\FXLBQKB]DOFDNEEAEJUO_GC\T]KXGAWPWUHACQR\BET]LWWWN_ME^KDK^RPMCMZDOAAF^JVMLXQXLLURCDJLH,874,#2006059,1833,1/6/2009,1067
2396,HR1346,MXSPGNRIYKKBUGBHALXLRW\J_XMOWUKPSZJO[GZLOLJT_HEAJLURVFYWWFM[OUE\WJ^YWURXUY]E\[NOFM_L\\MKTMF_XK_]HO\NKTKJXBI]]AFMQOBJIXGERUUWUW,908,#2006060,3801,1/7/2009,2403
2397,UJ121,BJPBBU]ZZBMOGMFBVBARKCDJWNVDCVAVABU^_ZVBVX\ENNDJ_[BRZ[_IHWE_VJGMNTYSVBU[TUCNBBCQXSE[XUP[UMU[LFGSQ\NIAJ_OL^^SHDNPYYASXBMW\LK[^U,599,#2006061,768,1/8/2009,24
2398,GT550,EDEFNFQFSXOPMTVAMHEUWCUL\FWORFVCHX]OBA\PF[^U]UDVGTOC_G\PWOR_[VOOTWWUOBYSECVFOXKTQV]AWYX\PME^HPNR_MUWSGXJTFSVGQ[G^KITZAO\LXRIVE,513,#2006062,850,1/9/2009,1514
2399,XX1632,UZGANA]MDSGLKGSBXSKK]QCCZ]JMT\XRQVIYEHDU\HA\TBDRPDNLQ_ZC]PUOKNZLLYX^DKH[XFYBWAJUAMZMZJPOOXCGIKQ[PPLWY_LDBLIWXHEU__OHCNQUEFQS\\,845,#2006063,3671,1/10/2009,3386
2400,H[569,SBFOIJJQ^BTSY]YSZKRT]ONEF_CXKVJ\HQD\CEYCMNZWEQUBFSRWJ[PN_NCU[RB\VB]EMGCWJ\YTRWTXIY]XOQVKXWM\PKHIOHAXVCGXE]W_HI^SWDDRYHCPRB[_BR,388,#2006064,1020,1/11/2009,2444
2401,EF728,RBVMKWK]JYGKAUCGFSVL[GMWZK_PT[FUH\DKFCWSFGS_AZTMXM]SPFQEBJ\]EPSOO^B\YBA\RFDUCTTBB^BHRRGBCT]^RG\ELOME[LHI\[XCEQPHGLTCOZZOLKWOUS,343,#2006065,1015,1/12/2009,2187
2402,VZ274,O[IQJOTQH_QKNSIDESHVE[]^^PPPLFPT^W[OAJKWV^COGXVHKIMW[_LLYCXUWZRIAKWM\WGRL]SHXUBRROF]]ZU]QW^SYU\TLHNTO^YKIDHVXUMSHK]LWAZLZV[\WB,400,#2006066,2087,1/13/2009,551
